0,0,0,0,0,0,0,0,0,0,0,270.000000,0.000110,99999.999000,
0,0,0,0,0,0,0,0,0,1,0,277.117190,0.000020,0.075000,
0,0,0,0,0,0,0,0,0,2,0,3.012720,0.000010,0.038000,
0,0,0,0,0,0,0,0,1,-2,1,248.939510,0.000010,1.388000,
0,0,0,0,0,0,0,0,1,0,-1,70.482400,0.000060,0.949000,
0,0,0,0,0,0,0,0,1,0,1,68.939510,0.000010,0.039000,
0,0,0,0,0,0,0,0,2,-3,0,187.475090,0.000020,0.067000,
0,0,0,0,0,0,0,0,2,-2,0,79.955500,0.000020,0.564000,
0,0,0,0,0,0,0,0,2,-1,0,150.065810,0.000040,0.087000,
0,0,0,0,0,0,0,0,2,0,0,16.679610,0.000070,0.040000,
0,0,0,0,0,0,0,0,2,2,0,86.257530,0.000020,0.020000,
0,0,0,0,0,1,0,0,-2,0,0,144.612130,0.000060,0.040000,
0,0,0,0,0,1,0,0,-2,1,0,142.528920,0.000070,0.087000,
0,0,0,0,0,1,0,0,0,-1,0,152.914820,0.000090,0.076000,
0,0,0,0,0,1,0,0,0,0,0,19.393660,0.000040,29.457000,
0,0,0,0,0,1,0,0,0,1,0,152.914820,0.000090,0.075000,
0,0,0,0,0,1,0,0,2,-1,0,142.408170,0.000070,0.087000,
0,0,0,0,0,1,0,0,2,0,0,144.567350,0.000050,0.040000,
0,0,0,0,0,2,0,0,0,0,0,59.800210,0.000040,14.729000,
0,0,0,0,1,-5,0,0,0,0,0,308.782410,0.000020,11.705000,
0,0,0,0,1,0,0,0,-2,-1,0,300.691880,0.000030,0.026000,
0,0,0,0,1,0,0,0,-2,0,0,300.691830,0.000180,0.041000,
0,0,0,0,1,0,0,0,-2,1,0,307.210400,0.000350,0.088000,
0,0,0,0,1,0,0,0,-2,2,0,300.691880,0.000010,0.538000,
0,0,0,0,1,0,0,0,0,-2,0,223.335840,0.000010,0.038000,
0,0,0,0,1,0,0,0,0,-1,0,228.053410,0.000180,0.076000,
0,0,0,0,1,0,0,0,0,0,0,334.248470,0.000630,11.862000,
0,0,0,0,1,0,0,0,0,1,0,225.546580,0.000180,0.075000,
0,0,0,0,1,0,0,0,0,2,0,223.627640,0.000010,0.038000,
0,0,0,0,1,0,0,0,1,0,-1,4.055020,0.000020,1.032000,
0,0,0,0,1,0,0,0,2,-2,0,300.722590,0.000010,0.592000,
0,0,0,0,1,0,0,0,2,-1,0,307.699150,0.000320,0.086000,
0,0,0,0,1,0,0,0,2,0,0,300.722750,0.000170,0.040000,
0,0,0,0,1,0,0,0,2,1,0,300.722670,0.000030,0.026000,
0,0,0,0,2,-5,0,0,-2,0,0,330.243530,0.000050,0.040000,
0,0,0,0,2,-5,0,0,-2,1,0,276.718600,0.000320,0.087000,
0,0,0,0,2,-5,0,0,-2,2,0,259.083330,0.000020,0.564000,
0,0,0,0,2,-5,0,0,0,-2,0,79.171980,0.000090,0.038000,
0,0,0,0,2,-5,0,0,0,-1,0,79.703280,0.001310,0.075000,
0,0,0,0,2,-5,0,0,0,0,0,75.698740,0.002930,883.328000,
0,0,0,0,2,-5,0,0,0,1,0,79.702150,0.001310,0.075000,
0,0,0,0,2,-5,0,0,0,2,0,79.172310,0.000090,0.038000,
0,0,0,0,2,-5,0,0,2,-2,0,259.081460,0.000020,0.563000,
0,0,0,0,2,-5,0,0,2,-1,0,276.567010,0.000320,0.087000,
0,0,0,0,2,-5,0,0,2,0,0,328.374350,0.000050,0.040000,
0,0,0,0,2,-4,0,0,0,0,0,354.940680,0.000030,30.473000,
0,0,0,0,2,-3,0,0,0,0,0,37.886280,0.000010,14.978000,
0,0,0,0,2,0,0,0,-2,0,0,315.925890,0.000020,0.041000,
0,0,0,0,2,0,0,0,-2,1,0,344.070430,0.000020,0.088000,
0,0,0,0,2,0,0,0,0,-1,0,236.499310,0.000050,0.076000,
0,0,0,0,2,0,0,0,0,0,0,75.137950,0.000070,5.931000,
0,0,0,0,2,0,0,0,0,1,0,236.499310,0.000050,0.074000,
0,0,0,0,2,0,0,0,2,-1,0,319.617260,0.000020,0.086000,
0,0,0,0,2,0,0,0,2,0,0,286.402170,0.000020,0.040000,
0,0,0,0,3,-5,0,0,0,0,0,188.040620,0.000050,12.023000,
0,0,0,0,3,0,0,0,0,0,0,265.059370,0.000010,3.954000,
0,0,0,1,0,0,0,0,-2,-2,0,302.939420,0.000020,0.020000,
0,0,0,1,0,0,0,0,-2,0,0,139.859250,0.000010,0.041000,
0,0,0,1,0,0,0,0,-2,1,0,303.083230,0.000080,0.091000,
0,0,0,1,0,0,0,0,-2,2,0,297.308740,0.000020,0.434000,
0,0,0,1,0,0,0,0,-2,3,0,122.698840,0.000020,0.064000,
0,0,0,1,0,0,0,0,-1,0,1,270.932780,0.000020,0.631000,
0,0,0,1,0,0,0,0,0,-2,0,57.151410,0.000010,0.038000,
0,0,0,1,0,0,0,0,0,-1,0,126.817890,0.000050,0.079000,
0,0,0,1,0,0,0,0,0,0,0,283.032100,0.000050,1.881000,
0,0,0,1,0,0,0,0,0,1,0,125.917830,0.000070,0.073000,
0,0,0,1,0,0,0,0,0,2,0,119.853920,0.000010,0.037000,
0,0,0,1,0,0,0,0,1,0,-1,45.612180,0.000040,1.915000,
0,0,0,1,0,0,0,0,2,-2,0,240.344110,0.000010,0.805000,
0,0,0,1,0,0,0,0,2,-1,0,300.354130,0.000030,0.083000,
0,0,0,1,0,0,0,0,2,0,0,68.027340,0.000010,0.040000,
0,0,0,2,0,0,0,0,-2,-2,0,152.027960,0.000010,0.020000,
0,0,0,2,0,0,0,0,-2,0,0,105.916030,0.000020,0.042000,
0,0,0,2,0,0,0,0,0,-2,0,298.951460,0.000020,0.039000,
0,0,0,2,0,0,0,0,0,-1,0,145.347070,0.000030,0.082000,
0,0,0,2,0,0,0,0,0,0,0,14.570360,0.000070,0.940000,
0,0,0,2,0,0,0,0,0,1,0,147.254780,0.000040,0.070000,
0,0,0,2,0,0,0,0,1,-1,-1,35.531100,0.000020,0.075000,
0,0,0,2,0,0,0,0,1,0,-1,352.596900,0.000160,104.137000,
0,0,0,2,0,0,0,0,1,1,-1,35.531100,0.000020,0.075000,
0,0,0,2,0,0,0,0,2,-3,0,132.431050,0.000020,0.072000,
0,0,0,2,0,0,0,0,2,-2,0,324.375760,0.000050,1.407000,
0,0,0,2,0,0,0,0,2,-1,0,150.242410,0.000030,0.080000,
0,0,0,2,0,0,0,0,2,0,0,152.353730,0.000060,0.039000,
0,0,0,3,0,0,0,0,-2,1,0,0.959650,0.000030,0.101000,
0,0,0,3,0,0,0,0,-2,3,0,180.959650,0.000030,0.060000,
0,0,0,3,0,0,0,0,0,-1,0,357.450760,0.000040,0.086000,
0,0,0,3,0,0,0,0,0,0,0,193.735560,0.000050,0.627000,
0,0,0,3,0,0,0,0,1,0,-1,327.004350,0.000010,1.847000,
0,0,0,3,0,0,0,0,2,-3,0,30.495350,0.000030,0.074000,
0,0,0,3,0,0,0,0,2,-2,0,6.359570,0.000060,5.588000,
0,0,0,3,0,0,0,0,2,-1,0,177.450460,0.000210,0.076000,
0,0,0,3,0,0,0,0,2,0,0,354.780560,0.000040,0.038000,
0,0,0,4,0,0,0,0,0,-1,0,42.644150,0.000020,0.090000,
0,0,0,4,0,0,0,0,0,0,0,222.644150,0.000030,0.470000,
0,0,0,4,0,0,0,0,0,1,0,42.644150,0.000020,0.065000,
0,0,0,4,0,0,0,0,2,-3,0,32.206690,0.000010,0.078000,
0,0,0,4,0,0,0,0,2,-1,-2,42.428500,0.000040,0.076000,
0,0,0,4,0,0,0,0,2,-1,0,194.967570,0.000050,0.073000,
0,0,0,4,0,0,0,0,2,0,-2,52.933990,0.000100,52.068000,
0,0,0,4,0,0,0,0,2,0,0,250.622180,0.000030,0.037000,
0,0,0,4,0,0,0,0,2,1,-2,42.428500,0.000040,0.075000,
0,0,0,5,0,0,0,0,0,-1,0,251.399280,0.000030,0.094000,
0,0,0,5,0,0,0,0,0,0,0,71.350460,0.000060,0.376000,
0,0,0,5,0,0,0,0,0,1,0,251.399260,0.000040,0.063000,
0,0,0,5,0,0,0,0,2,-3,0,68.862250,0.000020,0.081000,
0,0,0,5,0,0,0,0,2,-1,0,70.728380,0.000080,0.071000,
0,0,0,5,0,0,0,0,2,0,-2,71.399200,0.000010,1.815000,
0,0,0,5,0,0,0,0,2,0,0,60.784400,0.000050,0.037000,
0,0,0,5,0,0,0,0,3,-3,0,71.263400,0.000010,383.916000,
0,0,0,6,0,0,0,0,0,-1,0,280.227370,0.000010,0.099000,
0,0,0,6,0,0,0,0,0,0,0,100.068680,0.000050,0.313000,
0,0,0,6,0,0,0,0,0,1,0,280.227370,0.000010,0.061000,
0,0,0,6,0,0,0,0,0,2,0,280.775060,0.000010,0.034000,
0,0,0,6,0,0,0,0,2,-3,0,275.276110,0.000010,0.084000,
0,0,0,6,0,0,0,0,2,-2,0,97.948100,0.000020,0.706000,
0,0,0,6,0,0,0,0,2,-1,0,99.508220,0.000100,0.068000,
0,0,0,6,0,0,0,0,2,0,0,278.721050,0.000070,0.036000,
0,0,0,7,0,0,0,0,0,-1,0,129.655570,0.000010,0.105000,
0,0,0,7,0,0,0,0,0,0,0,309.655570,0.000020,0.269000,
0,0,0,7,0,0,0,0,0,1,0,129.655570,0.000010,0.059000,
0,0,0,7,0,0,0,0,0,2,0,309.655570,0.000020,0.033000,
0,0,0,7,0,0,0,0,2,-1,0,309.281280,0.000020,0.066000,
0,0,0,7,0,0,0,0,2,0,0,129.745060,0.000020,0.035000,
0,0,0,7,0,0,0,0,2,2,0,309.655570,0.000010,0.018000,
0,0,0,8,0,0,0,0,2,-1,0,338.397980,0.000040,0.064000,
0,0,0,8,0,0,0,0,2,0,0,338.397980,0.000020,0.034000,
0,0,1,-10,0,0,0,0,-2,0,0,352.436470,0.000030,0.034000,
0,0,1,-10,0,0,0,0,-2,1,0,352.270710,0.000030,0.063000,
0,0,1,-10,0,0,0,0,-2,2,0,172.541190,0.000020,0.393000,
0,0,1,-9,0,0,0,0,-2,0,0,201.550340,0.000020,0.035000,
0,0,1,-8,0,0,0,0,-2,-2,0,230.302500,0.000010,0.018000,
0,0,1,-8,0,0,0,0,-2,0,0,50.414250,0.000030,0.036000,
0,0,1,-8,0,0,0,0,-2,1,0,230.404690,0.000030,0.068000,
0,0,1,-8,0,0,0,0,0,-2,0,230.302500,0.000020,0.034000,
0,0,1,-8,0,0,0,0,0,-1,0,50.302500,0.000020,0.061000,
0,0,1,-8,0,0,0,0,0,1,0,50.302500,0.000020,0.100000,
0,0,1,-7,0,0,0,0,-2,0,0,260.414320,0.000060,0.036000,
0,0,1,-7,0,0,0,0,-2,0,2,79.413460,0.000010,1.628000,
0,0,1,-7,0,0,0,0,-2,1,0,78.825970,0.000040,0.070000,
0,0,1,-7,0,0,0,0,-2,2,0,79.413460,0.000020,1.055000,
0,0,1,-7,0,0,0,0,-2,3,0,77.162190,0.000010,0.081000,
0,0,1,-7,0,0,0,0,0,-2,0,259.184930,0.000010,0.034000,
0,0,1,-7,0,0,0,0,0,-1,0,259.467900,0.000030,0.063000,
0,0,1,-7,0,0,0,0,0,0,0,79.541300,0.000040,0.367000,
0,0,1,-7,0,0,0,0,0,1,0,259.467900,0.000030,0.095000,
0,0,1,-6,0,0,0,0,-2,0,0,108.468610,0.000030,0.037000,
0,0,1,-6,0,0,0,0,-2,0,2,159.827320,0.000010,12.111000,
0,0,1,-6,0,0,0,0,-2,1,0,113.717200,0.000040,0.073000,
0,0,1,-6,0,0,0,0,-2,3,0,123.293770,0.000020,0.078000,
0,0,1,-6,0,0,0,0,0,-1,0,288.499670,0.000030,0.065000,
0,0,1,-6,0,0,0,0,0,0,0,108.514200,0.000050,0.457000,
0,0,1,-6,0,0,0,0,0,1,0,288.499670,0.000030,0.090000,
0,0,1,-5,0,0,0,0,-4,3,0,324.097060,0.000010,0.088000,
0,0,1,-5,0,0,0,0,-2,0,0,318.135180,0.000050,0.038000,
0,0,1,-5,0,0,0,0,-2,1,0,328.803290,0.000120,0.076000,
0,0,1,-5,0,0,0,0,-2,3,0,124.597700,0.000040,0.075000,
