1,-2,0,0,-1,180.000000,0.000030,0.040000,
1,-2,0,0,1,180.000000,0.000020,0.487000,
1,-2,0,1,-1,180.000000,0.000020,0.087000,
1,0,0,-2,-1,180.000000,0.000010,0.038000,
1,0,0,-1,-1,180.000000,0.000210,0.075000,
1,0,0,-1,1,180.000000,0.000020,0.074000,
1,0,0,0,-1,180.000000,0.003000,18.613000,
1,0,0,0,1,180.000000,0.000150,0.037000,
1,0,0,1,-1,180.000000,0.000210,0.076000,
1,0,0,1,1,180.000000,0.000020,0.025000,
1,0,0,2,-1,180.000000,0.000020,0.038000,
1,2,0,-1,-1,180.000000,0.000030,0.088000,
1,2,0,0,-1,180.000000,0.000040,0.041000,
2,0,0,0,-2,0.000000,0.000040,9.307000
